site,site.abbrev,plot.treat,plot.orient,species,quad,grid,treat,bloom.start,bloom.end,date.harvest,num.flowers,num.fruits,height,leaf.length,X.stems,X.leaves,num.sharpie.flowers,fruit.collected,dev.seed1,undev.seed1,weight.1,dev.seed,undev.seed,seed.weight
RustlersGulch,RG,control,north,Ranunculus inamoenus,8,N,open,6/26/19,07/02/2019,NA,2,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,101,9,0.024
RustlersGulch,RG,control,north,Ranunculus inamoenus,16,L,open,6/26/19,07/02/2019,NA,4,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,82,23,0.039
RustlersGulch,RG,control,north,Ranunculus inamoenus,22,C,open,6/26/19,07/05/2019,NA,2,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,129,7,0.04
RustlersGulch,RG,control,north,Ranunculus inamoenus,22,M,open,6/26/19,07/05/2019,NA,5,NA,3.5,NA,NA,NA,NA,NA,58,3,0.032,157,31,0.03
RustlersGulch,RG,control,north,Ranunculus inamoenus,23,P,open,6/26/19,07/05/2019,NA,4,NA,9.9,NA,NA,NA,NA,NA,46,5,0.027,70,41,0.026
WG3C,WG3C,control,north,Ranunculus inamoenus,1,NA,open,NA,7/22/19,NA,3,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,185,6,0.041
WG3C,WG3C,control,north,Ranunculus inamoenus,2,NA,open,6/27/19,07/01/2019,NA,3,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,67,34,0.011
WG3C,WG3C,control,north,Ranunculus inamoenus,3,C,open,6/24/19,07/01/2019,NA,2,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,95,7,0.028
WG3C,WG3C,control,north,Ranunculus inamoenus,12,NA,open,6/27/19,07/01/2019,NA,2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,84,27,0.022
WG3C,WG3C,control,north,Ranunculus inamoenus,12,I,open,6/24/19,07/01/2019,NA,3,NA,7.5,NA,NA,NA,NA,NA,34,5,0.004,32,7,0.009
WG3C,WG3C,control,north,Ranunculus inamoenus,15,D,open,6/24/19,07/11/2019,NA,5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,253,29,0.038
WG3C,WG3C,control,north,Ranunculus inamoenus,16,C,open,6/24/19,07/11/2019,NA,4,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,97,6,0.02
AveryPicnic,AP,manip,north,Ranunculus inamoenus,7,M,exclusion,6/25/19,NA,NA,2,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,11,40,0
AveryPicnic,AP,manip,north,Ranunculus inamoenus,11,M,open,NA,7/30/19,NA,4,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,393,26,0.175
AveryPicnic,AP,manip,north,Ranunculus inamoenus,11,J,open,6/21/19,6/28/19,NA,2,NA,11.4,NA,NA,NA,NA,NA,52,3,0.024,NA,NA,NA
AveryPicnic,AP,manip,north,Ranunculus inamoenus,13,J,exclusion,6/25/19,6/28/19,NA,3,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,70,3,0.024
AveryPicnic,AP,manip,north,Ranunculus inamoenus,14,P,open,NA,7/30/19,NA,3,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,132,9,0.027
AveryPicnic,AP,manip,north,Ranunculus inamoenus,17,N,open,6/21/19,6/28/19,NA,3,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,120,23,0.035
AveryPicnic,AP,manip,north,Ranunculus inamoenus,20,D,exclusion,NA,NA,NA,2,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,35,9,0.006
AveryPicnic,AP,manip,north,Ranunculus inamoenus,22,J,exclusion,NA,7/30/19,NA,1,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,26,12,0.009
AveryPicnic,AP,manip,north,Ranunculus inamoenus,25,P,open,6/21/19,6/28/19,NA,3,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,47,18,0.003
BellviewBench,BB,manip,south,Ranunculus inamoenus,8,I,open,07/02/2019,7/31/19,NA,4,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,65,16,0.016
BellviewBench,BB,manip,south,Ranunculus inamoenus,8,I,open,07/12/2019,7/17/19,NA,2,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,69,17,0.014
BellviewBench,BB,manip,south,Ranunculus inamoenus,10,L,open,07/05/2019,7/17/19,NA,2,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,143,19,0.018
BellviewBench,BB,manip,south,Ranunculus inamoenus,10,M,open,07/05/2019,7/17/19,NA,3,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,177,34,0.041
BellviewBench,BB,manip,south,Ranunculus inamoenus,11,N,open,07/02/2019,7/17/19,NA,4,NA,10.5,NA,NA,NA,NA,NA,47,8,0.006,118,16,0.027
BellviewBench,BB,manip,south,Ranunculus inamoenus,16,D,open,07/02/2019,07/10/2019,NA,3,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,99,8,0.037
BellviewBench,BB,manip,south,Ranunculus inamoenus,18,L,open,07/02/2019,08/12/2019,NA,4,NA,11.7,NA,NA,NA,NA,NA,45,4,0.016,123,3,0.04
Meridian,MR,manip,south,Ranunculus inamoenus,8,O,exclusion,6/17/19,NA,NA,2,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,18,37,0
Meridian,MR,manip,south,Ranunculus inamoenus,9,A,open,6/13/19,07/03/2019,NA,2,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,90,13,0.011
Meridian,MR,manip,south,Ranunculus inamoenus,10,G,open,6/13/19,07/09/2019,NA,2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,24,74,0.005
Meridian,MR,manip,south,Ranunculus inamoenus,10,H,open,6/13/19,07/03/2019,NA,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,45,34,0.011
Meridian,MR,manip,south,Ranunculus inamoenus,10,M,open,6/13/19,6/27/19,NA,3,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,111,39,0.018
Meridian,MR,manip,south,Ranunculus inamoenus,16,G,open,06/10/2019,07/09/2019,NA,4,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,87,7,0.021
Meridian,MR,manip,south,Ranunculus inamoenus,18,K,open,6/13/19,6/27/19,NA,2,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,123,20,0.019
Meridian,MR,manip,south,Ranunculus inamoenus,19,E,exclusion,6/20/19,07/09/2019,NA,1,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,12,13,0
Meridian,MR,manip,south,Ranunculus inamoenus,19,J,exclusion,6/17/19,07/09/2019,NA,2,NA,6.8,NA,NA,NA,NA,NA,31,1,0.004,29,5,0.003
Meridian,MR,manip,south,Ranunculus inamoenus,20,H,exclusion,6/17/19,07/09/2019,NA,2,NA,11.3,NA,NA,NA,NA,NA,56,2,0.013,47,4,0.013
Meridian,MR,manip,south,Ranunculus inamoenus,20,H,exclusion,6/17/19,NA,NA,3,NA,6.5,NA,NA,NA,NA,NA,43,10,0.016,32,14,0.01
Meridian,MR,manip,south,Ranunculus inamoenus,26,M,open,6/13/19,6/24/19,NA,1,NA,14.3,NA,NA,NA,NA,NA,28,7,0.003,40,24,0.006
RustlersGulch,RG,manip,south,Ranunculus inamoenus,2,N,open,6/28/19,07/02/2019,NA,1,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,58,8,0.016
RustlersGulch,RG,manip,south,Ranunculus inamoenus,4,A,open,6/28/19,07/02/2019,NA,2,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,60,50,0.022
RustlersGulch,RG,manip,south,Ranunculus inamoenus,5,D,open,6/19/19,07/02/2019,NA,3,NA,8,NA,NA,NA,NA,NA,43,0,0.031,53,29,0.026
RustlersGulch,RG,manip,south,Ranunculus inamoenus,23,B,open,6/28/19,07/02/2019,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,69,90,0.029
RustlersGulch,RG,manip,south,Ranunculus inamoenus,23,B,open,6/19/19,07/02/2019,NA,4,NA,4.5,NA,NA,NA,NA,NA,39,2,0.023,42,0,0.016
RustlersGulch,RG,manip,south,Ranunculus inamoenus,23,B,open,6/28/19,07/02/2019,NA,4,NA,11,NA,NA,NA,NA,NA,12,10,0.009,51,157,0.011
WG3C,WG3C,manip,south,Ranunculus inamoenus,15,I,open,6/17/19,07/01/2019,NA,5,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,201,32,0.108
WG3C,WG3C,manip,south,Ranunculus inamoenus,15,I,open,6/13/19,07/01/2019,NA,4,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,305,52,0.066
WG3C,WG3C,manip,south,Ranunculus inamoenus,16,C,open,6/13/19,07/01/2019,NA,4,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0.008
WG3C,WG3C,manip,south,Ranunculus inamoenus,18,L,open,6/13/19,07/01/2019,NA,3,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,200,14,0.05
WG3C,WG3C,manip,south,Ranunculus inamoenus,24,M,open,6/20/19,07/11/2019,NA,2,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,54,53,0.01
WG3C,WG3C,manip,south,Ranunculus inamoenus,24,O,open,6/17/19,7/15/19,NA,3,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,67,33,0.016
WG3C,WG3C,manip,south,Ranunculus inamoenus,24,N,open,6/20/19,07/11/2019,NA,3,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,118,21,0.021
WG3C,WG3C,manip,south,Ranunculus inamoenus,24,I,open,6/17/19,07/11/2019,NA,2,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,183,8,0.033
AveryPicnic,AP,control,south,Taraxacum officinale,1,N,open,07/02/2019,07/05/2019,NA,2,NA,NA,13.1,NA,12,NA,NA,NA,NA,NA,134,19,0.038
AveryPicnic,AP,control,south,Taraxacum officinale,8,A,exclusion,NA,7/16/19,NA,1,NA,NA,10.2,NA,6,NA,NA,NA,NA,NA,83,13,0.026
AveryPicnic,AP,control,south,Taraxacum officinale,11,H,exclusion,NA,7/16/19,NA,2,NA,NA,17.7,NA,7,NA,NA,NA,NA,NA,108,18,0.044
AveryPicnic,AP,control,south,Taraxacum officinale,13,J,exclusion,07/10/2019,7/30/19,NA,3,NA,NA,22.7,NA,9,NA,NA,NA,NA,NA,112,22,0.059
AveryPicnic,AP,control,south,Taraxacum officinale,15,G,exclusion,07/05/2019,07/10/2019,NA,2,NA,NA,19.1,NA,3,NA,NA,NA,NA,NA,273,24,0.15
AveryPicnic,AP,control,south,Taraxacum officinale,18,K,exclusion,NA,7/16/19,NA,1,NA,NA,29,NA,4,NA,NA,NA,NA,NA,70,27,0.03
AveryPicnic,AP,control,south,Taraxacum officinale,19,A,open,6/28/19,07/02/2019,NA,5,NA,NA,19.2,NA,18,NA,NA,NA,NA,NA,557,114,0.222
AveryPicnic,AP,control,south,Taraxacum officinale,20,D,exclusion,07/05/2019,7/16/19,NA,5,NA,NA,19.2,NA,18,NA,NA,NA,NA,NA,587,70,0.208
AveryPicnic,AP,control,south,Taraxacum officinale,21,B,open,07/02/2019,7/16/19,NA,3,NA,NA,45.4,NA,5,NA,NA,149,22,0.073,395,77,0.181
AveryPicnic,AP,control,south,Taraxacum officinale,23,F,exclusion,07/05/2019,07/10/2019,NA,1,NA,NA,20.9,NA,8,NA,NA,NA,NA,NA,123,96,0.048
AveryPicnic,AP,control,south,Taraxacum officinale,23,M,open,6/28/19,07/02/2019,NA,2,NA,NA,20.4,NA,8,NA,NA,NA,NA,NA,129,18,0.064
AveryPicnic,AP,control,south,Taraxacum officinale,25,B,open,07/02/2019,07/05/2019,NA,1,NA,NA,30.4,NA,9,NA,NA,NA,NA,NA,127,33,0.058
AveryPicnic,AP,control,south,Taraxacum officinale,27,A,open,07/02/2019,07/05/2019,NA,1,NA,NA,35,NA,5,NA,NA,NA,NA,NA,118,9,0.057
AveryPicnic,AP,control,south,Taraxacum officinale,27,C,open,6/28/19,07/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,36,0.018,NA,NA,NA
AveryPicnic,AP,control,south,Taraxacum officinale,30,D,open,NA,NA,NA,1,NA,NA,10.5,NA,9,NA,NA,NA,NA,NA,104,16,0.029
Meridian,MR,control,north,Taraxacum officinale,2,K,open,6/27/19,07/03/2019,NA,4,NA,NA,14,NA,18,NA,NA,NA,NA,NA,214,44,0.079
Meridian,MR,control,north,Taraxacum officinale,3,K,exclusion,07/01/2019,07/09/2019,NA,2,NA,NA,23.2,NA,13,NA,NA,NA,NA,NA,125,22,0.065
Meridian,MR,control,north,Taraxacum officinale,5,N,open,07/03/2019,7/22/19,NA,2,NA,NA,8,NA,7,NA,NA,NA,NA,NA,52,21,0.024
Meridian,MR,control,north,Taraxacum officinale,5,P,open,07/03/2019,07/09/2019,NA,2,NA,NA,23.8,NA,10,NA,NA,NA,NA,NA,367,30,0.163
Meridian,MR,control,north,Taraxacum officinale,6,O,exclusion,07/03/2019,7/22/19,NA,3,NA,NA,11.8,NA,7,NA,NA,NA,NA,NA,70,10,0.049
Meridian,MR,control,north,Taraxacum officinale,7,I,exclusion,NA,07/03/2019,NA,1,NA,NA,7.5,NA,5,NA,NA,NA,NA,NA,62,14,0.022
Meridian,MR,control,north,Taraxacum officinale,7,K,open,6/27/19,07/09/2019,NA,3,NA,NA,13,NA,21,NA,NA,NA,NA,NA,356,70,0.154
Meridian,MR,control,north,Taraxacum officinale,8,N,open,6/27/19,7/22/19,NA,3,NA,NA,9,NA,13,NA,NA,NA,NA,NA,100,24,0.034
Meridian,MR,control,north,Taraxacum officinale,8,K,open,6/27/19,7/22/19,NA,2,NA,NA,8.8,NA,10,NA,NA,NA,NA,NA,172,50,0.015
Meridian,MR,control,north,Taraxacum officinale,10,E,exclusion,07/03/2019,07/09/2019,NA,2,NA,NA,10.4,NA,8,NA,NA,NA,NA,NA,110,26,0.068
Meridian,MR,control,north,Taraxacum officinale,11,E,open,6/27/19,07/09/2019,NA,2,NA,NA,15.6,NA,8,NA,NA,138,15,0.067,104,11,0.029
Meridian,MR,control,north,Taraxacum officinale,11,F,open,07/01/2019,07/09/2019,NA,2,NA,NA,11.4,NA,7,NA,NA,127,35,0.058,113,36,0.037
Meridian,MR,control,north,Taraxacum officinale,15,N,exclusion,07/03/2019,07/11/2019,NA,3,NA,NA,10.5,NA,12,NA,NA,NA,NA,NA,334,31,0.16
RustlersGulch,RG,control,north,Taraxacum officinale,3,M,open,07/02/2019,07/10/2019,07/12/2019,3,NA,NA,4.5,NA,9,NA,NA,NA,NA,NA,139,26,0.024
RustlersGulch,RG,control,north,Taraxacum officinale,4,D,exclusion,07/02/2019,07/05/2019,NA,1,NA,NA,5,NA,6,NA,NA,NA,NA,NA,50,16,0.032
RustlersGulch,RG,control,north,Taraxacum officinale,6,D,open,6/28/19,07/10/2019,07/12/2019,4,NA,NA,13,NA,12,NA,NA,109,32,0.06,138,19,0.051
RustlersGulch,RG,control,north,Taraxacum officinale,7,F,exclusion,07/02/2019,7/17/19,07/12/2019,6,NA,NA,13.4,NA,23,NA,NA,172,12,0.036,317,27,0.078
RustlersGulch,RG,control,north,Taraxacum officinale,8,L,open,07/02/2019,07/10/2019,07/12/2019,3,NA,NA,7,NA,8,NA,NA,117,9,0.047,105,21,0.028
RustlersGulch,RG,control,north,Taraxacum officinale,9,C,open,6/28/19,07/10/2019,07/12/2019,4,NA,NA,7.5,NA,7,NA,NA,113,6,0.066,367,47,0.115
RustlersGulch,RG,control,north,Taraxacum officinale,9,K,open,6/28/19,07/02/2019,07/12/2019,2,NA,NA,10.1,NA,9,NA,NA,64,39,0.051,133,21,0.039
RustlersGulch,RG,control,north,Taraxacum officinale,11,M,open,07/02/2019,07/10/2019,07/12/2019,4,NA,NA,5.5,NA,7,NA,NA,NA,NA,NA,113,9,0.032
RustlersGulch,RG,control,north,Taraxacum officinale,13,C,open,6/28/19,07/10/2019,07/12/2019,5,NA,NA,12.2,NA,17,NA,NA,133,3,0.058,113,106,0.18
RustlersGulch,RG,control,north,Taraxacum officinale,18,M,open,6/28/19,07/02/2019,07/05/2019,4,NA,NA,13.1,NA,9,NA,NA,166,26,0.072,494,83,0.201
RustlersGulch,RG,control,north,Taraxacum officinale,20,P,exclusion,07/02/2019,NA,07/12/2019,3,NA,NA,12.5,NA,6,NA,NA,NA,NA,NA,243,6,0.106
RustlersGulch,RG,control,north,Taraxacum officinale,22,H,exclusion,07/02/2019,NA,NA,3,NA,NA,10.4,NA,7,NA,NA,NA,NA,NA,159,19,0.053
StupidFalls,SF,control,north,Taraxacum officinale,1,N,open,6/25/19,07/05/2019,07/08/2019,5,NA,NA,24.6,NA,14,NA,NA,121,1,0.07,467,39,0.217
StupidFalls,SF,control,north,Taraxacum officinale,2,A,exclusion,6/28/19,07/05/2019,07/12/2019,2,NA,NA,21.5,NA,8,NA,NA,72,2,0.034,35,6,0.014
StupidFalls,SF,control,north,Taraxacum officinale,4,J,open,6/25/19,07/05/2019,07/08/2019,2,NA,NA,13.5,NA,14,NA,NA,NA,NA,NA,246,14,0.115
StupidFalls,SF,control,north,Taraxacum officinale,5,K,exclusion,6/28/19,07/05/2019,07/08/2019,2,NA,NA,17.1,NA,10,NA,NA,64,9,0.038,NA,NA,NA
StupidFalls,SF,control,north,Taraxacum officinale,5,L,exclusion,6/28/19,07/05/2019,07/08/2019,2,NA,NA,14.3,NA,10,NA,NA,15,11,0.015,79,4,0.043
StupidFalls,SF,control,north,Taraxacum officinale,5,M,open,6/25/19,07/02/2019,07/08/2019,2,NA,NA,17.5,NA,15,NA,NA,69,12,0.029,244,6,0.115
StupidFalls,SF,control,north,Taraxacum officinale,6,F,exclusion,6/28/19,07/02/2019,07/08/2019,3,NA,NA,15.5,NA,10,NA,NA,149,0,0.078,NA,NA,NA
StupidFalls,SF,control,north,Taraxacum officinale,7,D,open,6/25/19,07/02/2019,07/08/2019,4,NA,NA,15.2,NA,10,NA,NA,126,7,0.049,111,4,0.048
StupidFalls,SF,control,north,Taraxacum officinale,13,J,exclusion,6/28/19,07/05/2019,07/08/2019,3,NA,NA,15.4,NA,11,NA,NA,83,3,0.036,101,9,0.061
StupidFalls,SF,control,north,Taraxacum officinale,13,K,open,6/25/19,07/05/2019,07/08/2019,4,NA,NA,15.5,NA,16,NA,NA,104,18,0.041,272,30,0.127
StupidFalls,SF,control,north,Taraxacum officinale,14,J,exclusion,6/28/19,07/02/2019,07/08/2019,4,NA,NA,16.3,NA,22,NA,NA,123,5,0.044,425,9,0.276
StupidFalls,SF,control,north,Taraxacum officinale,16,G,open,6/25/19,NA,07/08/2019,14,NA,NA,20.6,NA,49,NA,NA,87,3,0.05,971,16,0.457
StupidFalls,SF,control,north,Taraxacum officinale,21,M,open,6/25/19,07/05/2019,07/08/2019,7,NA,NA,13,NA,22,NA,NA,164,9,0.072,732,47,0.341
StupidFalls,SF,control,north,Taraxacum officinale,22,L,exclusion,6/28/19,07/12/2019,07/08/2019,2,NA,NA,12.9,NA,16,NA,NA,94,11,0.051,28,4,0.014
StupidFalls,SF,control,north,Taraxacum officinale,27,B,exclusion,6/28/19,07/05/2019,7/16/19,9,NA,NA,10.4,NA,21,NA,NA,4,24,0.017,199,40,0.086
StupidFalls,SF,control,north,Taraxacum officinale,27,C,open,6/25/19,07/05/2019,07/08/2019,11,NA,NA,16.9,NA,25,NA,NA,199,8,0.101,665,56,0.394
AveryPicnic,AP,manip,north,Taraxacum officinale,1,P,exclusion,07/05/2019,7/16/19,NA,2,NA,NA,30.2,NA,4,NA,NA,NA,NA,NA,109,38,0.036
AveryPicnic,AP,manip,north,Taraxacum officinale,1,M,open,6/28/19,07/05/2019,NA,4,NA,NA,14.7,NA,22,NA,NA,NA,NA,NA,174,72,0.054
AveryPicnic,AP,manip,north,Taraxacum officinale,3,I,open,6/25/19,NA,NA,2,NA,NA,11,NA,22.6,NA,NA,NA,NA,NA,128,29,0.071
AveryPicnic,AP,manip,north,Taraxacum officinale,5,N,exclusion,NA,NA,NA,1,NA,NA,9.2,NA,8,NA,NA,NA,NA,NA,97,28,0.032
AveryPicnic,AP,manip,north,Taraxacum officinale,5,I,open,6/28/19,07/02/2019,NA,1,NA,NA,13.2,NA,11,NA,NA,103,31,0.043,NA,NA,NA
AveryPicnic,AP,manip,north,Taraxacum officinale,8,B,exclusion,07/02/2019,07/05/2019,NA,2,NA,NA,21.3,NA,4,NA,NA,NA,NA,NA,61,28,0.035
AveryPicnic,AP,manip,north,Taraxacum officinale,11,G,exclusion,07/05/2019,NA,NA,2,NA,NA,13.5,NA,16,NA,NA,NA,NA,NA,94,28,0.039
AveryPicnic,AP,manip,north,Taraxacum officinale,16,P,open,6/25/19,6/28/19,NA,2,NA,NA,22.2,NA,9,NA,NA,NA,NA,NA,140,30,0.054
AveryPicnic,AP,manip,north,Taraxacum officinale,18,M,exclusion,07/02/2019,07/05/2019,NA,1,NA,NA,16.4,NA,4,NA,NA,NA,NA,NA,70,28,0.021
AveryPicnic,AP,manip,north,Taraxacum officinale,19,J,open,6/28/19,6/28/19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,34,0.075
AveryPicnic,AP,manip,north,Taraxacum officinale,20,L,exclusion,07/02/2019,07/05/2019,NA,2,NA,NA,19.9,NA,5,NA,NA,NA,NA,NA,156,23,0.055
AveryPicnic,AP,manip,north,Taraxacum officinale,20,H,open,6/28/19,07/02/2019,NA,2,NA,NA,14.4,NA,6,NA,NA,NA,NA,NA,109,23,0.031
AveryPicnic,AP,manip,north,Taraxacum officinale,27,I,exclusion,6/28/19,07/05/2019,NA,2,NA,NA,20.3,NA,13,NA,NA,NA,NA,NA,110,31,0.052
AveryPicnic,AP,manip,north,Taraxacum officinale,28,P,exclusion,NA,07/05/2019,NA,2,NA,NA,18.1,NA,6,NA,NA,NA,NA,NA,47,17,0.015
Meridian,MR,manip,south,Taraxacum officinale,9,I,exclusion,6/24/19,6/28/19,NA,1,NA,NA,5.7,NA,5,NA,NA,NA,NA,NA,92,4,0.021
Meridian,MR,manip,south,Taraxacum officinale,9,N,open,NA,07/01/2019,NA,1,NA,NA,14.4,NA,7,NA,NA,NA,NA,NA,20,4,0.022
Meridian,MR,manip,south,Taraxacum officinale,10,P,exclusion,6/20/19,6/24/19,NA,2,NA,NA,16.1,NA,4,NA,NA,NA,NA,NA,83,13,0.05
Meridian,MR,manip,south,Taraxacum officinale,12,L,exclusion,6/27/19,07/03/2019,NA,2,NA,NA,11.6,NA,13,NA,NA,NA,NA,NA,121,18,0.039
Meridian,MR,manip,south,Taraxacum officinale,13,H,open,6/20/19,6/27/19,NA,2,NA,NA,28.6,NA,12,NA,NA,130,22,0.095,92,32,0.078
Meridian,MR,manip,south,Taraxacum officinale,16,J,open,6/20/19,6/27/19,NA,2,NA,NA,12.1,NA,6,NA,NA,NA,NA,NA,83,44,0.032
Meridian,MR,manip,south,Taraxacum officinale,18,H,exclusion,6/24/19,6/27/19,NA,1,NA,NA,8.8,NA,7,NA,NA,NA,NA,NA,111,4,0.037
Meridian,MR,manip,south,Taraxacum officinale,20,C,exclusion,6/27/19,07/01/2019,NA,1,NA,NA,9.4,NA,6,NA,NA,NA,NA,NA,65,13,0.058
Meridian,MR,manip,south,Taraxacum officinale,20,B,open,6/24/19,6/27/19,NA,2,NA,NA,8.7,NA,9,NA,NA,NA,NA,NA,213,9,0.063
Meridian,MR,manip,south,Taraxacum officinale,21,O,exclusion,6/21/19,07/03/2019,NA,1,NA,NA,14.1,NA,8,NA,NA,NA,NA,NA,102,7,0.047
Meridian,MR,manip,south,Taraxacum officinale,21,I,exclusion,6/20/19,07/01/2019,NA,3,NA,NA,8,NA,12,NA,NA,NA,NA,NA,248,34,0.079
Meridian,MR,manip,south,Taraxacum officinale,21,E,open,6/24/19,07/01/2019,NA,5,NA,NA,11,NA,12,NA,NA,NA,NA,NA,381,13,0.117
Meridian,MR,manip,south,Taraxacum officinale,26,O,open,NA,6/27/19,NA,6,NA,NA,11,NA,14,NA,NA,NA,NA,NA,510,36,0.212
Meridian,MR,manip,south,Taraxacum officinale,27,B,exclusion,6/24/19,6/27/19,NA,1,NA,NA,8.9,NA,6,NA,NA,NA,NA,NA,53,8,0.019
Meridian,MR,manip,south,Taraxacum officinale,27,H,open,6/24/19,6/27/19,NA,1,NA,NA,9.8,NA,6,NA,NA,NA,NA,NA,126,7,0.035
Meridian,MR,manip,south,Taraxacum officinale,30,E,open,NA,6/27/19,NA,2,NA,NA,12.2,NA,7,NA,NA,NA,NA,NA,82,13,0.045
RustlersGulch,RG,manip,south,Taraxacum officinale,7,F,open,6/26/19,07/10/2019,NA,2,NA,NA,14.5,NA,8,NA,NA,0,NA,NA,455,32,0.143
RustlersGulch,RG,manip,south,Taraxacum officinale,11,K,open,6/26/19,07/10/2019,NA,3,NA,NA,7.5,NA,12,NA,NA,NA,NA,NA,174,19,0.066
RustlersGulch,RG,manip,south,Taraxacum officinale,12,N,open,NA,07/10/2019,07/12/2019,1,NA,NA,10,NA,13,NA,NA,NA,NA,NA,70,15,0.046
RustlersGulch,RG,manip,south,Taraxacum officinale,20,P,open,6/28/19,07/02/2019,07/02/2019,3,NA,NA,7.2,NA,NA,NA,NA,106,11,0.035,NA,NA,NA
RustlersGulch,RG,manip,south,Taraxacum officinale,22,A,open,6/26/19,07/02/2019,07/02/2019,4,NA,NA,10.4,NA,12,NA,NA,103,7,0.03,NA,NA,NA
RustlersGulch,RG,manip,south,Taraxacum officinale,25,B,open,6/26/19,07/10/2019,07/12/2019,3,NA,NA,11.2,NA,14,NA,NA,NA,NA,NA,104,9,0.037
RustlersGulch,RG,manip,south,Taraxacum officinale,30,L,open,NA,07/10/2019,NA,3,NA,NA,12.9,NA,11,NA,NA,197,2,0.096,295,20,0.116
StupidFalls,SF,manip,south,Taraxacum officinale,3,N,exclusion,6/18/19,6/25/19,6/28/19,5,NA,NA,11.6,NA,15,NA,3,93,11,0.076,290,21,0.152
StupidFalls,SF,manip,south,Taraxacum officinale,4,K,open,6/14/19,6/28/19,6/28/19,3,NA,NA,12.5,NA,8,NA,3,66,16,0.054,69,35,0.05
StupidFalls,SF,manip,south,Taraxacum officinale,8,K,exclusion,NA,6/25/19,6/28/19,1,NA,NA,12.4,NA,7,NA,1,0,73,0.03,NA,NA,NA
StupidFalls,SF,manip,south,Taraxacum officinale,10,K,open,6/14/19,6/25/19,6/28/19,4,NA,NA,17.2,NA,12,NA,2,114,6,0.042,294,6,0.16
StupidFalls,SF,manip,south,Taraxacum officinale,12,C,open,6/14/19,6/25/19,6/28/19,7,NA,NA,20.1,NA,14,NA,5,116,12,0.087,1569,128,1.081
StupidFalls,SF,manip,south,Taraxacum officinale,13,F,exclusion,6/18/19,6/25/19,6/28/19,4,NA,NA,13.5,NA,10,NA,3,109,4,0.042,391,15,0.213
StupidFalls,SF,manip,south,Taraxacum officinale,13,N,open,6/14/19,6/25/19,6/28/19,5,NA,NA,16,NA,14,NA,3,127,0,0.066,305,26,0.169
StupidFalls,SF,manip,south,Taraxacum officinale,13,G,open,06/11/2019,6/25/19,NA,1,NA,NA,NA,NA,NA,NA,NA,116,6,0.068,NA,NA,NA
StupidFalls,SF,manip,south,Taraxacum officinale,16,K,open,6/14/19,6/25/19,6/27/19,1,NA,NA,21.6,NA,15,NA,NA,NA,NA,NA,60,1,0.056
StupidFalls,SF,manip,south,Taraxacum officinale,16,H,open,6/14/19,6/25/19,6/28/19,6,NA,NA,14.7,NA,18,NA,4,118,15,0.088,455,43,0.255
